"short_name","nationality","overall","potential","wage_eur","value_eur","age","height_cm","weight_kg","attacking_crossing","attacking_finishing","attacking_heading_accuracy","attacking_short_passing","attacking_volleys","skill_dribbling","skill_curve","skill_fk_accuracy","skill_long_passing","skill_ball_control","movement_acceleration","movement_sprint_speed","movement_agility","movement_reactions","movement_balance","power_shot_power","power_jumping","power_stamina","power_strength","power_long_shots","mentality_aggression","mentality_interceptions","mentality_positioning","mentality_vision","mentality_penalties","mentality_composure","defending_marking","defending_standing_tackle","defending_sliding_tackle","goalkeeping_diving","goalkeeping_handling","goalkeeping_kicking","goalkeeping_positioning","goalkeeping_reflexes"
"M. Heller","Germany",72,72,15000,1900000,33,176,70,74,65,56,68,67,72,65,49,51,70,92,93,84,69,80,67,65,73,58,58,58,20,70,54,54,64,35,37,24,15,13,10,12,13
"E. Derdiyok","Switzerland",72,72,19000,2800000,31,191,92,60,74,80,71,79,66,60,64,61,72,34,38,54,69,46,78,70,54,91,71,46,26,75,70,67,68,28,29,18,6,14,9,7,12
"Fernandinho Silva","Brazil",72,72,8000,1900000,33,171,70,69,65,47,70,69,77,75,66,51,73,89,83,88,69,89,75,81,57,55,70,59,25,70,63,72,63,59,41,42,6,8,10,16,13
"K. Nakamura","Japan",72,72,6000,1000000,38,175,66,76,68,70,77,68,71,85,87,77,74,39,39,70,74,73,74,69,64,60,76,65,70,64,77,80,80,61,60,60,14,13,9,14,9
"D. McGoldrick","Republic of Ireland",72,72,26000,2800000,31,183,74,63,73,69,70,66,71,68,69,67,73,65,67,74,72,76,68,67,68,70,68,57,25,72,67,78,75,36,27,19,15,7,10,10,9
"M. Kozacik","Slovakia",72,72,1000,850000,35,193,88,9,9,10,26,12,11,18,10,26,21,57,57,50,64,30,52,68,25,63,11,38,25,12,49,23,63,18,9,9,70,71,69,77,70
"A. Wilkinson","Australia",72,72,7000,1200000,34,187,85,33,36,68,68,53,42,37,33,59,60,34,44,50,62,54,60,72,75,83,49,75,69,50,57,58,61,70,74,69,13,12,13,10,8
"Hao Junmin","China PR",72,72,14000,2400000,32,178,78,67,62,35,74,54,70,83,78,70,72,74,69,75,69,75,69,64,82,60,66,80,67,69,75,61,66,58,61,60,13,16,8,8,16
"Yu Hanchao","China PR",72,72,17000,2400000,32,178,65,69,64,58,72,59,71,55,55,60,73,75,77,80,69,78,65,53,80,68,59,64,52,68,69,64,77,31,34,48,16,10,15,8,16
"M. Langerak","Australia",72,72,5000,2100000,30,193,84,18,13,19,36,16,14,19,17,23,22,48,51,46,72,29,39,65,33,64,14,18,19,14,42,22,45,12,15,19,73,71,52,68,76
"C. Beauvue","France",72,72,17000,2800000,31,174,66,66,72,82,70,78,70,59,66,60,72,68,63,77,61,73,82,83,54,60,64,54,43,67,61,70,61,25,45,21,16,15,8,15,13
"L. Barrios","Paraguay",72,72,14000,1600000,34,188,84,56,75,75,64,66,67,70,50,61,68,58,55,65,65,46,77,67,62,76,64,69,40,75,65,70,73,35,40,43,16,15,16,8,10
"M. Skoda","Czech Republic",72,72,1000,2000000,33,190,86,59,71,80,66,71,67,55,47,53,72,56,59,48,65,54,71,61,63,84,69,76,44,79,64,71,74,45,46,39,11,7,16,16,9
"J. Moravek","Czech Republic",72,72,18000,3000000,29,180,77,72,66,58,77,74,75,64,67,73,74,48,45,73,72,72,70,41,46,66,74,64,60,71,72,69,69,49,58,55,8,13,6,12,8
"F. Lemoine","France",72,72,6000,2000000,32,175,70,63,53,61,73,58,65,60,62,70,69,52,36,74,64,75,63,80,81,66,66,79,71,59,68,57,70,73,72,68,6,15,11,13,10
"A. Weber","France",72,72,7000,2000000,32,190,82,32,28,76,70,25,46,53,37,70,60,33,35,48,70,53,28,63,71,83,24,70,72,37,50,42,66,74,72,63,9,8,10,16,15
"E. Mulder","Netherlands",72,72,15000,2100000,30,193,88,15,20,19,33,14,14,14,12,34,30,35,40,36,71,38,60,75,36,69,15,31,18,11,41,25,35,16,15,13,72,70,80,68,74
"T. Chevalier","France",72,72,6000,2400000,32,178,77,70,74,58,68,75,72,70,69,65,70,77,79,73,68,77,74,81,70,71,72,74,38,73,69,65,74,30,29,33,7,8,16,16,15
"N. Roux","France",72,72,8000,2800000,31,182,78,66,69,78,70,72,73,65,54,57,73,69,73,70,65,76,73,75,67,73,69,52,32,71,64,72,71,43,30,16,11,13,6,7,12
"Orlando Sa","Portugal",72,72,13000,2800000,31,188,85,49,74,76,65,64,68,49,41,49,72,62,54,63,67,56,73,67,71,80,59,73,22,76,67,69,76,28,43,25,10,13,14,10,6
"Ricardo Ferreira","Portugal",72,72,5000,2200000,29,188,82,13,11,13,32,19,11,14,17,24,25,46,38,44,69,42,48,63,38,64,11,22,17,13,46,13,51,19,12,10,74,71,64,69,71
"M. Diskerud","United States",72,72,7000,3100000,28,184,73,67,70,59,75,59,71,74,67,72,72,70,68,70,64,62,70,72,82,71,68,57,61,70,73,59,71,55,56,52,6,6,16,16,16
"M. Pazdan","Poland",72,72,15000,2300000,31,181,78,47,35,66,66,41,47,48,41,64,65,51,46,60,68,68,62,86,57,75,49,81,72,45,64,31,65,71,69,72,15,13,6,16,12
"M. Coda","Italy",72,72,5000,3000000,30,184,72,39,76,75,64,60,69,67,70,39,72,66,56,62,69,64,74,35,43,73,71,50,26,73,48,68,73,18,17,16,15,10,7,11,16
"D. Kadah","Turkey",72,72,18000,1900000,33,188,80,66,71,78,71,60,70,69,60,64,74,61,66,66,75,64,79,78,67,79,74,72,25,71,76,73,72,30,26,24,13,11,6,7,16
"V. Forren","Norway",72,72,6000,2300000,31,186,88,45,39,72,67,44,57,68,64,70,63,33,32,48,71,64,74,81,65,82,61,74,73,41,62,60,72,71,72,67,14,6,6,11,13
"O. Nyland","Norway",72,72,28000,2300000,28,192,90,12,11,13,35,14,21,13,14,46,23,47,48,45,67,53,58,71,33,71,13,26,21,13,28,25,41,17,11,12,73,67,77,73,74
"M. Rybus","Poland",72,72,1000,2600000,29,173,75,74,66,47,75,65,72,77,76,65,70,78,76,76,70,79,75,74,74,60,71,74,70,66,69,67,64,74,73,67,14,6,13,16,12
"A. Clayton","England",72,72,22000,2600000,30,175,75,69,56,45,73,40,66,67,66,72,68,59,61,66,71,69,68,61,74,65,66,78,73,55,65,66,75,70,73,67,14,9,10,12,10
"K. Adenon","Benin",72,72,17000,1500000,33,180,72,55,39,73,59,33,37,46,48,61,62,53,53,64,66,68,35,80,63,75,37,80,70,17,50,55,66,72,73,71,12,10,7,15,13
"K. Naughton","England",72,72,19000,2500000,30,180,73,67,45,67,73,52,65,43,28,66,68,72,72,71,70,70,68,73,73,67,52,68,70,54,59,47,67,71,74,72,12,10,9,9,11
"G. Vural","Turkey",72,72,10000,2200000,31,177,65,75,64,65,66,69,74,77,70,61,76,82,82,78,71,77,78,76,82,50,72,71,65,66,51,68,66,64,68,64,8,9,16,6,13
"Alberto","Spain",72,72,5000,1400000,34,182,77,25,15,14,29,14,12,22,20,27,30,62,63,66,71,50,53,75,40,60,11,34,20,13,31,21,54,19,11,10,72,71,71,70,73
"A. Adomah","Ghana",72,72,30000,2700000,31,182,74,70,71,51,67,59,71,63,53,63,73,77,79,74,71,62,71,66,73,67,64,55,61,72,70,68,73,49,60,38,1,1,1,1,1
"J. Montero","Ecuador",72,72,12000,3000000,29,173,70,68,62,50,68,64,80,76,64,63,76,91,87,84,64,85,76,69,52,66,68,40,25,61,69,68,75,19,38,20,11,11,12,15,12
"R. Wolf","Germany",72,72,15000,2000000,31,190,86,11,11,16,19,11,14,13,11,18,20,34,33,43,68,31,51,64,27,75,13,28,14,10,35,23,36,12,13,14,73,69,68,70,72
"M. Diouf","Senegal",72,72,26000,2800000,31,185,79,64,68,74,66,66,65,57,36,44,65,77,83,76,69,60,75,86,82,77,65,81,67,74,67,75,66,62,69,65,1,1,1,1,1
"J. Pereira","Mexico",72,72,8000,2000000,32,183,80,50,31,79,60,19,54,30,33,54,53,40,41,34,60,53,50,73,70,82,43,70,74,35,50,50,64,71,73,72,14,7,15,12,15
"Sandro Manoel","Brazil",72,72,16000,2600000,30,176,77,72,43,54,69,42,60,69,77,68,68,66,67,71,72,62,75,73,92,79,69,74,70,36,64,55,64,65,71,66,13,8,13,8,13
"R. Vargas","Venezuela",72,72,12000,2400000,32,174,70,67,69,38,71,68,74,68,68,69,74,72,71,73,67,72,66,70,35,60,70,43,26,70,69,64,77,22,26,28,14,9,9,10,6
"Simao Mate","Mozambique",72,72,4000,2600000,30,178,76,43,39,60,68,52,59,43,35,63,65,71,75,68,70,75,57,85,73,90,49,80,75,37,51,46,74,70,78,73,10,10,16,8,14
"L. Immers","Netherlands",72,72,8000,1800000,33,187,78,65,68,80,74,73,62,42,47,68,70,41,36,54,74,52,80,82,78,81,70,83,66,74,70,71,75,60,68,60,12,7,14,10,16
"R. Gutierrez","Chile",72,72,3000,1100000,36,177,76,37,77,75,60,59,65,45,67,50,73,65,63,65,65,56,68,83,64,75,64,77,35,78,58,78,56,29,19,16,7,16,14,9,16
"F. Cacciatore","Italy",72,72,20000,1900000,32,182,85,69,45,68,65,45,61,53,38,65,61,69,68,67,74,75,71,75,74,75,56,72,74,60,48,39,74,68,77,77,5,14,10,13,5
"A. Budimir","Croatia",72,72,19000,3300000,27,190,75,41,80,75,57,66,65,44,31,30,69,50,67,58,66,39,70,54,70,78,64,65,24,77,39,65,68,29,35,27,11,14,8,16,15
"S. Wuytens","Belgium",72,72,8000,2600000,29,183,74,69,51,72,74,60,66,74,72,74,72,53,54,67,72,67,72,74,75,72,68,66,75,58,72,57,74,72,69,68,13,8,13,15,15
"M. Iori","Italy",72,72,2000,975000,37,182,72,63,56,65,76,65,62,63,67,75,72,71,55,66,70,72,68,57,80,76,71,72,63,58,76,74,74,70,63,62,11,9,8,9,9
"R. Meggiorini","Italy",72,72,5000,2000000,33,182,78,62,72,68,70,69,74,69,60,54,73,75,60,78,75,74,69,76,67,75,60,45,23,74,74,73,78,50,28,24,6,6,6,5,5
"P. Schiattarella","Italy",72,72,4000,2400000,32,178,73,63,60,60,76,61,72,65,58,71,76,77,77,73,71,70,71,60,75,64,68,75,58,68,73,57,69,65,61,60,11,12,5,14,15
"M. Sau","Italy",72,72,5000,2800000,31,169,65,68,69,49,73,74,77,75,70,59,76,87,84,93,80,94,66,75,74,52,64,38,14,82,74,76,75,48,22,22,3,3,3,3,3
"L. Kozak","Czech Republic",72,72,1000,3000000,30,193,88,29,71,79,66,70,66,57,61,55,70,50,53,44,70,47,71,65,61,84,61,73,29,79,52,76,75,29,21,29,11,10,12,8,9
"Laure","Spain",72,72,7000,1100000,34,171,68,71,44,55,70,54,63,61,39,63,69,71,70,69,74,89,68,67,73,59,26,68,78,44,56,48,62,60,71,75,9,6,15,8,11
"L. Siligardi","Italy",72,72,30000,2700000,31,180,72,72,63,46,72,70,76,73,68,69,77,76,74,79,66,88,74,34,70,63,75,39,23,68,70,61,65,54,29,27,15,5,14,14,8
"Thiago Cionek","Poland",72,72,10000,1500000,33,183,80,35,22,66,54,34,46,31,25,52,56,64,62,62,64,59,31,92,59,83,26,68,74,30,36,39,65,70,74,73,6,8,8,9,16
"C. Pinsoglio","Italy",72,72,44000,2200000,29,194,85,13,11,13,24,8,18,11,18,28,22,43,41,36,62,40,44,71,34,60,6,32,18,11,35,22,64,20,12,13,74,70,58,74,76
"F. Jungwirth","Germany",72,72,6000,2500000,30,181,80,50,41,65,70,37,57,49,30,69,63,54,47,58,74,62,52,71,76,69,34,81,74,55,58,37,67,71,70,73,10,6,11,7,13
"L. Ariaudo","Italy",72,72,3000,2500000,30,186,79,35,30,73,59,22,52,41,30,62,58,51,47,57,69,63,47,81,66,74,34,74,73,33,45,30,73,71,75,71,8,9,11,9,10
"Diego Farias","Brazil",72,72,15000,3100000,29,173,66,66,70,64,72,63,78,65,65,59,77,86,83,89,73,89,70,72,61,44,68,40,25,72,72,69,72,55,27,20,6,7,6,5,14
"A. Rispoli","Italy",72,72,12000,2500000,30,188,83,71,68,70,68,51,69,61,54,66,71,79,83,71,70,53,67,80,82,79,55,67,67,67,61,59,67,67,70,66,15,10,14,9,12
"Fabio","Brazil",72,72,17000,2700000,28,172,74,72,45,59,73,59,70,57,60,67,74,77,77,78,72,82,72,74,56,61,58,79,73,67,68,60,73,70,73,71,12,10,11,15,6
"Da Costa","Brazil",72,72,10000,850000,35,186,81,12,13,12,28,11,11,13,11,30,20,42,37,43,68,40,48,54,30,63,11,30,17,10,34,23,55,16,19,18,71,71,64,75,72
"M. Vejinovic","Netherlands",72,72,9000,3000000,29,186,76,78,58,70,78,71,65,82,82,78,73,42,50,69,66,63,81,73,56,72,75,53,67,64,74,76,74,63,63,52,7,15,9,14,16
"S. Armenteros","Sweden",72,72,5000,3100000,29,181,80,63,71,69,66,75,75,65,62,48,71,71,71,70,69,75,74,76,64,80,66,43,31,72,62,68,72,35,36,23,16,16,15,15,15
"C. Nhamoinesu","Zimbabwe",72,72,1000,1500000,33,184,81,66,30,74,60,53,58,45,35,57,62,80,84,77,69,62,55,76,71,77,40,90,71,47,54,36,66,63,71,70,11,13,11,16,6
"Y. Ravet","France",72,72,18000,3000000,29,178,79,75,64,50,74,59,73,74,66,63,72,74,73,76,69,71,80,53,62,65,71,41,40,73,72,48,70,38,33,35,10,10,12,15,14
"P. Tachtsidis","Greece",72,72,14000,3100000,28,191,86,64,45,72,78,60,64,70,59,78,75,47,50,44,65,45,80,72,66,84,71,74,67,57,74,60,72,62,70,67,10,14,12,15,11
"Guedes","Portugal",72,72,6000,2500000,32,184,78,57,73,76,65,75,65,51,49,44,69,58,50,61,74,63,76,87,50,74,57,69,25,77,71,77,69,34,32,31,14,8,13,12,6
"E. Adu","Ghana",72,72,8000,3100000,28,178,67,58,31,35,73,31,66,67,55,74,79,65,35,90,75,83,52,63,75,58,49,36,72,53,73,56,78,67,72,53,15,9,6,9,13
"J. Bennett","England",72,72,20000,2600000,29,178,74,70,38,63,70,51,67,48,61,67,69,73,70,72,72,71,65,71,73,65,31,75,74,53,61,45,64,71,73,72,9,8,11,7,14
"O. Gonzalez","United States",72,72,6000,2500000,30,196,92,35,31,75,57,46,37,36,27,64,55,43,68,42,63,32,47,82,76,90,35,70,70,35,49,30,63,69,71,69,14,13,10,16,14
"D. Aleksic","Serbia",72,72,27000,3100000,28,182,75,68,71,56,73,62,75,70,77,70,75,68,76,79,56,63,72,69,80,68,75,64,32,66,70,70,61,36,30,34,15,16,13,13,13
"J. Schieber","Germany",72,72,19000,3000000,30,186,83,60,72,75,66,70,64,58,58,49,69,52,62,52,71,51,83,80,47,80,69,77,21,72,50,72,68,29,26,19,8,12,16,12,7
"M. Frantz","Germany",72,72,17000,2400000,32,182,82,73,56,51,74,58,71,69,59,70,69,60,63,65,76,71,73,59,79,76,64,81,70,65,73,57,73,63,71,68,15,12,7,15,8
"M. Besler","United States",72,72,6000,2000000,32,183,77,49,35,69,73,44,58,34,35,77,63,63,65,63,72,66,56,69,76,74,40,69,73,32,60,61,73,74,71,71,14,10,6,14,9
"K. Hansen","Denmark",72,72,9000,2500000,30,184,74,62,43,70,70,36,52,67,43,73,70,68,67,71,70,72,59,79,78,72,48,69,70,55,67,33,68,73,71,74,16,8,16,7,13
"S. Al Faraj","Saudi Arabia",72,72,27000,3000000,29,181,64,72,65,57,75,70,71,70,66,74,75,66,69,81,68,69,74,69,65,71,67,66,64,66,75,61,74,67,65,65,13,16,11,15,11
"T. Usami","Japan",72,72,10000,3300000,27,178,69,68,62,41,68,71,80,72,60,67,72,78,76,78,65,78,76,32,67,49,71,30,34,71,70,58,70,28,27,21,9,11,9,6,7
"S. Koroki","Japan",72,72,11000,2500000,32,175,72,49,68,76,68,70,67,46,55,55,77,72,69,79,68,73,69,68,70,69,70,74,34,77,76,71,73,26,21,23,16,12,9,7,10
"M. Albornoz","Chile",72,72,20000,2700000,28,180,80,77,36,59,74,60,75,80,69,70,73,74,68,73,70,76,69,66,75,68,67,78,63,58,64,66,71,71,68,73,10,10,9,10,10
"K. Nordfeldt","Sweden",72,72,15000,2100000,30,190,85,11,13,13,41,11,14,20,11,26,24,55,52,58,70,46,50,83,33,74,12,24,23,15,34,13,28,7,13,15,71,66,66,74,76
"R. Krhin","Slovenia",72,72,17000,2700000,29,189,81,56,47,60,74,47,57,60,49,68,70,36,34,45,69,45,63,51,63,76,52,74,74,52,62,58,72,72,77,65,10,10,10,15,5
"C. Buchtmann","Germany",72,72,14000,3200000,27,175,72,73,57,49,74,56,71,72,68,76,73,72,65,79,67,83,78,74,78,60,75,63,63,61,71,57,72,64,61,58,13,6,7,16,10
"L. Narsingh","Netherlands",72,72,12000,3100000,28,178,69,71,67,40,70,62,74,69,59,42,73,91,91,80,65,77,65,34,54,65,54,28,20,67,67,58,71,20,28,22,10,8,14,8,6
"M. Duffy","England",72,72,24000,1900000,33,175,72,71,63,42,74,45,75,69,67,67,72,68,64,71,68,78,61,59,54,56,66,53,40,67,74,52,71,37,44,29,12,13,7,15,8
"A. Luthe","Germany",72,72,13000,1900000,32,195,85,14,12,15,24,12,12,15,12,19,14,35,43,39,63,34,46,61,36,74,16,22,21,12,49,21,23,16,14,12,74,68,61,73,76
"I. Mboyo","Belgium",72,72,12000,2500000,32,186,82,71,70,70,70,60,76,62,66,68,75,67,69,66,67,60,71,72,65,82,68,69,38,74,71,70,77,37,39,30,14,9,15,14,9
"G. Kashia","Georgia",72,72,6000,2300000,31,186,87,45,23,73,65,13,52,40,39,63,59,39,46,54,65,58,43,77,70,82,17,83,70,30,56,51,70,69,72,70,9,13,8,13,6
"D. Falcinelli","Italy",72,72,25000,3200000,28,186,75,32,74,70,64,65,70,45,33,54,72,67,64,70,70,63,70,69,62,72,64,45,20,75,58,65,69,20,15,15,6,12,7,5,14
"C. Trimmel","Austria",72,72,24000,1900000,32,189,82,76,60,66,69,56,68,57,42,62,67,68,77,62,72,55,61,54,85,80,56,75,63,65,65,59,64,71,71,65,16,8,6,8,15
"C. Mavinga","DR Congo",72,72,6000,2700000,28,185,78,64,36,69,72,30,66,42,22,66,70,76,85,62,67,55,56,73,73,77,32,77,69,42,59,33,65,68,69,73,9,15,7,12,14
"M. Schmiedebach","Germany",72,72,24000,2600000,30,171,70,65,31,54,70,48,69,58,51,69,70,65,63,74,70,81,68,84,76,65,57,78,71,64,69,49,73,75,71,69,15,11,9,15,12
"Andre Santos","Portugal",72,72,6000,2900000,30,178,70,67,58,56,77,58,71,74,66,75,72,66,46,72,65,67,81,71,73,65,72,62,68,60,70,54,57,68,71,65,7,15,13,8,9
"B. Kayal","Israel",72,72,13000,2700000,31,178,74,65,54,64,74,53,71,58,57,73,72,65,64,74,69,72,72,89,68,64,67,83,68,62,72,58,74,68,73,68,10,8,11,14,6
"A. Novikovas","Lithuania",72,72,8000,3100000,28,176,76,65,67,41,68,66,72,67,64,62,69,91,88,86,67,79,71,82,74,63,66,45,45,64,66,60,63,34,14,12,14,12,15,12,14
"I. Hajrovic","Bosnia Herzegovina",72,72,1000,3300000,27,177,72,74,68,45,70,67,81,78,77,65,74,77,81,75,64,72,84,68,58,54,83,54,48,62,67,75,68,38,41,38,11,11,11,9,7
"S. Clucas","England",72,72,25000,3100000,28,188,74,71,67,60,73,68,70,65,67,68,72,68,72,66,68,63,67,72,91,68,68,59,67,64,72,65,69,67,67,58,6,9,9,8,6
"Flavio Paixao","Portugal",72,72,8000,1600000,34,184,75,67,73,72,69,62,72,67,51,62,71,72,74,80,65,67,70,71,72,72,63,69,43,74,68,70,66,37,17,21,11,16,16,9,11
"Keko","Spain",72,72,8000,3300000,27,172,68,73,63,34,73,60,73,72,60,67,73,74,72,78,72,72,67,65,75,68,64,56,62,63,71,60,68,57,60,49,15,12,8,9,7
"N. Mendez-Laing","England",72,72,21000,3300000,27,180,75,66,68,53,63,58,77,59,49,57,73,83,85,73,67,71,72,61,74,74,66,40,46,65,65,48,61,21,30,24,16,15,10,12,11
"F. Wiedwald","Germany",72,72,18000,2200000,29,190,82,9,11,8,41,15,14,7,13,32,32,38,41,43,74,45,51,68,44,78,12,35,15,10,51,22,63,13,12,14,77,64,68,67,77
"F. Moubandje","Switzerland",72,72,1000,2600000,29,180,74,65,42,67,71,52,70,61,48,67,69,67,67,64,72,68,63,89,74,76,40,73,72,68,57,56,71,66,75,74,15,14,13,11,6
"A. Abdennour","Tunisia",72,72,11000,2600000,29,187,84,56,48,74,58,32,48,48,39,62,51,52,50,57,63,51,74,77,65,83,60,75,72,45,53,51,75,67,73,75,12,8,7,8,15
"A. Ragusa","Italy",72,72,14000,3000000,29,183,78,68,66,59,70,70,74,63,51,60,75,85,86,80,69,74,68,65,69,64,69,57,36,68,64,58,71,55,40,26,15,10,10,13,8
"T. Ream","United States",72,72,27000,2300000,31,187,80,61,40,68,75,51,67,65,52,69,71,54,66,68,72,64,48,73,67,72,40,63,71,40,67,49,82,72,72,69,15,14,15,8,10
"G. Castellani","Argentina",72,72,10000,2700000,31,183,75,70,63,68,77,61,75,77,72,73,74,65,70,70,70,72,80,60,69,80,74,79,66,68,72,72,74,75,48,36,12,13,7,14,11
"S. Tecl","Czech Republic",72,72,1000,3200000,28,181,82,63,74,70,65,70,71,53,51,53,72,81,78,73,68,74,61,74,74,72,61,70,39,77,62,64,71,31,27,25,7,6,16,8,14
"Dani Rodriguez","Spain",72,72,18000,2700000,31,178,72,60,75,56,74,46,70,64,64,70,76,69,63,67,70,71,68,65,64,64,76,60,61,65,70,61,64,58,70,64,15,15,9,8,7
"Alvaro Arroyo","Spain",72,72,6000,2500000,30,180,71,64,23,48,65,25,45,39,39,48,58,69,74,67,69,63,40,90,89,81,17,78,71,46,44,40,64,72,74,75,9,10,13,11,12
"S. Romagnoli","Italy",72,72,4000,2600000,29,193,85,33,39,75,54,30,52,38,27,51,52,57,57,56,67,38,43,72,71,87,44,65,70,32,45,40,70,70,76,72,13,8,6,13,15
"Kim Bo Kyung","Korea Republic",72,72,7000,3000000,29,178,72,66,67,58,72,64,70,72,67,68,74,78,76,79,72,71,67,73,78,66,68,64,62,77,72,72,71,59,58,55,12,15,10,13,13
"Ji Dong Won","Korea Republic",72,72,22000,3200000,28,188,82,54,69,78,65,64,75,67,62,54,73,66,68,69,74,66,76,78,68,73,68,69,49,73,72,66,72,39,40,20,10,11,14,13,16
"A. Losilla","France",72,72,13000,1500000,33,185,80,53,52,72,74,64,72,52,47,63,75,55,54,67,72,69,62,82,82,74,58,69,73,41,66,49,74,72,70,63,16,8,10,10,7
"Seba","Brazil",72,72,23000,3300000,27,179,73,67,64,57,67,70,71,63,64,63,74,87,85,76,68,69,83,66,77,78,70,74,57,71,66,64,70,35,55,51,10,6,7,10,8
"Y. Court","France",72,72,14000,3000000,29,172,70,69,64,26,76,32,74,76,71,72,73,69,68,80,69,83,75,71,66,63,64,70,49,68,73,60,60,27,40,44,12,16,7,13,13
"W. Lautoa","New Caledonia",72,72,10000,2300000,31,182,87,54,29,65,64,16,23,38,33,59,63,61,51,63,72,54,50,79,61,84,39,74,75,39,42,49,52,68,71,70,12,14,6,10,7
"L. Caldirola","Italy",72,72,4000,2700000,28,189,79,62,28,74,70,41,59,51,51,66,65,50,48,53,70,53,63,80,46,80,47,66,73,40,57,42,70,67,73,70,9,10,10,6,12
"R. Metanire","Madagascar",72,72,6000,2600000,29,178,74,68,21,60,70,30,64,48,22,61,70,75,77,74,68,67,43,82,88,72,29,71,67,61,65,52,67,67,70,72,13,14,15,7,14
"N. Hofler","Germany",72,72,17000,2700000,29,181,79,54,41,61,76,40,64,53,50,68,69,54,53,67,71,63,58,84,72,71,49,68,75,49,63,50,76,69,70,69,6,13,13,10,9
"M. Perez","Colombia",72,72,18000,3200000,28,182,74,69,75,68,66,57,67,62,69,60,67,84,90,76,65,65,74,76,70,74,69,67,20,68,65,69,69,42,20,18,7,9,16,8,7
"N. Boilesen","Denmark",72,72,14000,2800000,27,186,75,71,45,66,69,54,68,62,40,66,70,73,73,71,69,69,66,75,78,65,49,66,69,67,61,45,68,71,71,69,11,15,16,9,16
"Salomao","Portugal",72,72,12000,2900000,30,175,69,72,69,51,71,58,73,70,65,56,73,78,72,84,63,72,71,66,72,58,65,51,42,72,69,80,56,34,42,42,6,14,13,10,14
"Y. Mokhtar","Morocco",72,72,7000,3300000,27,177,75,66,66,54,71,64,79,75,74,65,76,76,75,81,73,76,58,51,55,63,68,62,31,68,61,58,69,35,42,31,7,8,9,6,8
"Carles Planas","Spain",72,72,8000,2700000,28,173,76,74,52,68,70,35,68,59,55,58,70,69,73,70,72,75,54,86,76,78,56,73,73,61,59,51,68,62,70,72,15,11,15,12,14
"T. Ince","England",72,72,24000,3300000,27,178,66,70,67,40,67,52,75,75,73,59,75,78,77,86,68,81,70,55,70,52,70,38,33,72,67,68,67,33,35,21,9,12,15,8,8
"Isaac Cuenca","Spain",72,72,5000,3100000,28,178,67,69,63,30,67,59,80,81,59,60,81,79,78,83,61,77,67,58,66,52,59,35,27,70,64,70,57,43,33,27,13,7,15,15,9
"L. Carole","France",72,72,19000,2700000,28,182,78,71,28,72,68,35,75,52,34,63,71,74,77,73,66,64,53,77,67,73,44,68,69,70,63,49,59,71,73,73,9,14,12,12,13
"T. Prikryl","Czech Republic",72,72,8000,3300000,26,177,73,70,66,47,72,64,74,68,61,57,71,82,80,81,62,77,68,69,75,55,67,46,34,70,72,60,65,23,23,26,6,9,7,10,15
"M. Le Bihan","France",72,72,24000,3100000,29,184,80,58,75,70,59,67,71,56,59,54,71,61,52,66,69,62,75,78,53,79,60,67,56,77,61,67,67,45,40,39,13,16,8,8,13
"L. Memushaj","Albania",72,72,4000,2400000,32,174,70,68,52,44,74,61,70,72,67,70,72,76,64,90,70,88,65,57,80,61,70,63,72,64,72,66,78,68,62,62,15,7,6,10,15
"C. Gytkjar","Denmark",72,72,9000,3100000,29,185,77,56,74,71,60,64,68,61,56,48,70,72,70,73,70,68,73,80,63,80,65,67,32,73,61,76,71,42,16,19,11,12,12,14,15
"B. Kadrii","Denmark",72,72,12000,3300000,27,177,71,62,72,58,63,64,72,65,64,49,73,85,86,83,67,79,75,83,75,70,64,77,51,71,65,62,69,48,56,51,8,12,12,10,13
"Juankar","Spain",72,72,8000,2600000,29,179,70,76,55,57,74,75,69,72,50,69,75,73,74,77,75,69,69,70,69,64,64,76,69,64,55,55,74,67,67,69,10,9,11,8,6
"M. Capuano","Italy",72,72,3000,2800000,27,186,80,45,20,70,59,18,53,40,21,59,55,65,62,67,67,64,59,79,74,86,38,73,68,25,36,41,71,70,71,70,9,15,13,6,7
"A. Morales","United States",72,72,22000,3000000,29,183,77,61,53,55,74,49,68,64,53,70,73,66,67,72,71,71,70,73,87,68,64,83,70,62,73,45,67,69,67,68,9,13,13,16,12
"M. Ostrzolek","Germany",72,72,20000,2600000,29,178,72,72,36,60,71,49,71,60,47,69,74,74,73,77,66,76,66,67,81,61,43,74,68,59,59,60,68,66,73,71,12,8,14,9,14
"A. Behich","Australia",72,72,24000,2700000,28,170,63,72,63,54,72,57,73,72,55,70,71,79,77,80,66,82,72,73,76,56,60,78,67,63,50,47,65,70,70,71,14,11,11,14,15
"J. Plata","Ecuador",72,72,7000,3300000,27,157,71,65,65,62,69,64,71,70,69,64,70,89,81,94,74,93,74,63,70,58,64,52,29,69,74,69,70,34,29,27,11,15,9,13,13
"Y. Orozco","Venezuela",72,72,4000,3100000,28,168,73,67,61,55,69,54,76,53,55,60,74,78,73,93,69,93,69,83,53,30,66,39,29,70,72,43,58,55,25,27,14,8,13,13,9
"Sin Jin Ho","Korea Republic",72,72,7000,2900000,30,177,72,70,60,55,75,51,68,70,72,70,69,61,58,56,69,80,66,56,78,70,64,70,70,75,74,66,70,64,63,40,15,10,12,15,11
